PurePremium,Frequency,Severity,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10
0,0,4.21E+51,6.542652484,1.549684361,4.533908468,0.00678882,3.300868957,2.876363145,0.387357818,0.638937983,9.935219519,0.668530547,5.618794523
0,0,1.74E+42,3.923995439,1.844540897,1.165458182,0.429057911,3.41989565,5.156189783,0.903650771,1.615938379,4.208889084,1.917757767,6.810568751
0,0,2.63E+47,4.441681438,3.038541503,1.94357926,3.550507493,1.750349352,8.996523861,0.04526287,0.54012579,5.895704666,1.984425097,1.437117502
0,0,1.35E+40,4.452564452,5.499830275,7.124704767,1.62306119,1.348643639,7.54976046,0.801391118,0.023042031,4.583497729,1.88939452,3.881904648
0,0,1.03E+49,4.860921051,4.992041232,5.233554533,0.385027792,0.867426395,0.787457022,0.580099448,1.778456685,6.361461203,1.129913902,4.179888273
0,0,7.31E+51,0.571465731,3.895256922,1.334129994,1.91440271,1.903428267,0.847271999,0.845970058,1.183178965,0.029932096,0.022802787,5.166535063
0,0,6.14E+38,6.908050203,5.019296835,4.659638053,1.031079295,3.202815439,9.091898496,0.10989761,1.477144572,8.884034042,0.391706207,0.290536976
0,0,1.38E+42,2.56976475,4.931573423,7.932595261,0.652038184,1.125852199,0.173567064,0.904385509,0.931791472,5.696250268,0.884170067,4.458425687
0,0,2.60E+47,1.445850629,2.704337929,1.940253643,0.318062675,2.859368837,6.606248689,0.662556437,1.450873075,3.379414565,0.597093435,5.294347629
0,0,2.85E+37,2.261089993,5.0622975,5.327710422,3.368474502,1.355136326,7.489197706,0.444900399,1.784222361,6.829271095,0.17572661,0.584451059
0,0,3.97E+48,1.884773004,4.980902002,3.135093071,2.027964267,2.052104653,2.43785772,0.859619267,0.515166523,3.326852479,0.02134923,0.791336414
0,0,8.67E+48,6.051720599,0.181049079,1.865243293,2.161950454,2.716907623,4.43867564,0.63499442,1.102918149,2.005486588,0.207854984,1.481138331
0,0,3.71E+52,3.279880758,5.814562637,5.862526666,0.548644432,3.276807897,3.479659986,0.855812948,1.11908412,8.853847521,0.314124299,0.823298686
0,0,4.66E+41,4.714770425,1.53389955,1.533599862,3.866269682,0.35685582,9.594942743,0.74760381,0.852022828,8.39044211,0.081340992,3.583553275
0,0,7.24E+47,5.256623604,0.569825493,3.884725683,0.079126648,0.362640971,9.890872124,0.364238905,0.841841925,0.647493188,0.970646317,1.080242434
0,0,4.83E+41,3.854125326,4.487216151,1.9890163,1.644057809,3.272450215,1.900714247,0.75097482,0.727516754,4.538329577,1.874842255,1.498497217
0,0,1.17E+47,3.863225715,2.231380742,1.938378036,1.801039031,0.247824152,0.86783964,0.503500158,0.937015139,0.374628263,1.852164889,4.183204606
0,0,2.18E+45,6.392489642,1.67125952,4.040678829,1.948909327,3.735149204,5.492041226,0.963406918,1.323999062,4.982636146,1.71305661,0.184065361
3.77E+42,1,3.77E+42,4.813354532,1.489789199,4.82610832,0.502648772,0.983919156,4.315100022,0.996604531,0.859155125,0.622122492,0.259538828,3.098885336
0,0,6.94E+45,4.354604601,5.487640211,4.34113867,3.053978905,1.0220874,0.727440075,0.128418918,0.428934161,5.983111979,1.57183513,3.754953644
0,0,1.01E+29,2.311713034,4.878959249,5.526832608,1.948630073,0.144567874,5.403881756,0.01541041,1.119237012,4.443907427,0.118406356,2.763797957
0,0,1.51E+49,5.628723531,2.95803382,0.633319255,0.329556742,1.333630429,9.263264716,0.492099104,1.226251189,6.821627626,1.436651562,1.194225546
4.81E+42,1,4.81E+42,1.646743599,1.221714592,0.421768841,3.921487974,0.048225357,3.924468528,0.906358937,0.528034413,8.427516284,0.895799632,0.001456319
4.77E+47,17,2.80E+46,1.529862656,1.325836515,3.229828567,3.286217346,1.376328324,8.156572929,0.514797806,0.910327556,3.786682812,1.868049747,3.130237248
0,0,1.12E+59,5.350255943,5.717788215,7.47339186,3.508739774,1.929246709,5.050085126,0.394574803,1.183414452,5.885802585,1.690749143,2.745464188
0,0,1.69E+36,3.246972696,4.055771268,5.168980494,3.404021384,1.063874084,5.554741906,0.115454232,0.853434357,4.410819552,0.358103177,1.735917041
0,0,2.86E+43,4.407684924,5.326131986,0.107674472,1.417371899,2.38837477,4.244876126,0.714858855,0.449721498,4.412036621,1.317212669,4.956402279
0,0,3.14E+47,3.449309936,5.712330392,0.184633424,1.3324499,2.854629471,9.609664574,0.472495401,0.367728421,9.087683263,1.7297353,3.81162988
0,0,1.62E+55,4.470731373,3.040828396,6.109196585,3.787754528,2.186539988,6.738253267,0.494227365,1.103015398,2.341051949,1.145650101,0.505301309
0,0,7.96E+42,5.201154153,3.844955108,0.068254436,2.061661126,1.779018805,7.396445578,0.595739872,1.833805223,6.858700736,0.223884325,3.848273687
0,0,1.77E+48,6.109310623,4.083563192,2.879215886,2.650896541,1.112025832,4.844573966,0.727347274,0.948754179,9.553956347,1.502859525,1.059014738
0,0,1.46E+42,1.492432842,2.035128201,0.238876952,1.248422435,3.60612868,2.398382735,0.92014277,0.540698196,1.786889899,1.896887499,4.765998469
0,0,6.05E+44,6.135589669,5.201844763,2.964702309,0.814820287,2.411476967,8.854151386,0.770853152,1.242026498,8.386643886,0.460238134,6.227884922
0,0,1.34E+46,4.782806458,2.663845281,1.059809005,2.345737775,0.134721404,8.442102863,0.85532758,1.681458185,8.06905516,0.943677974,0.357357327
0,0,2.07E+40,0.992630196,2.254619481,4.896372735,0.923791475,2.555150373,8.334690243,0.513022438,0.596287819,6.408567046,1.791907165,0.645097171
0,0,1.78E+48,3.698017017,1.257281143,7.412444106,3.622325182,0.261358101,9.829917404,0.371792601,0.026767526,7.718541464,1.426455119,0.549203364
0,0,5.79E+54,2.658246505,3.811632746,0.10870646,0.789055238,3.30520675,1.627906531,0.625224815,0.589529398,3.872126952,1.876141853,0.292935441
0,0,9.34E+28,1.905863874,1.966364354,0.066682261,2.673084758,1.729553941,3.877718242,0.060287167,0.877663247,5.516375658,0.628355727,0.566962743
0,0,6.06E+49,3.047814803,4.753259161,6.083873093,2.920935943,2.919202335,8.353335155,0.81624259,0.558405473,1.75961275,1.432880316,6.999348465
0,0,2.23E+49,5.607765095,5.778159166,2.186486576,1.476644689,1.400284543,8.72325481,0.46310223,1.154344823,8.481186426,1.066192119,0.68060981
2.96E+56,6,4.93E+55,3.887849348,4.521098971,0.334234536,1.568244529,0.105692791,4.632694235,0.131011222,1.468393134,0.159992149,0.958885491,0.07892545
0,0,2.34E+51,3.755101101,4.137998466,6.313880456,1.29663653,3.847262914,6.681359275,0.269038396,1.061319305,9.835328722,0.649417372,0.766437112
0,0,4.79E+64,4.004720166,5.114425845,3.421309701,1.455364337,1.882850891,7.982164962,0.028578038,1.394943662,5.960327233,0.186152911,2.371918154
0,0,1.51E+34,6.80648539,2.260044375,7.192452916,0.282744047,1.559782061,5.948077512,0.833889055,1.554821715,7.994578135,0.054749129,3.04510251
4.75E+54,1,4.75E+54,2.220731358,1.594207275,7.551751469,3.227850593,3.780764823,1.268577806,0.856734917,1.892918602,1.498681907,1.36356752,0.181192632
5.50E+38,1,5.50E+38,3.6308505,5.215784227,5.879830742,2.633829858,3.39332498,5.912618891,0.300533006,1.683840331,6.199119355,0.508514447,3.795430507
0,0,1.35E+46,3.382425294,3.523373313,3.258388726,3.664231215,1.49549374,4.480547639,0.225546123,0.749514449,1.734181955,0.860924507,1.835395927
0,0,3.11E+58,3.695888733,4.417235349,2.034528848,2.228082835,0.284839542,3.175918067,0.333963647,1.542269522,6.813370796,1.251556922,6.550125704
5.94E+58,1,5.94E+58,6.095399495,0.409714733,7.486856313,3.179261806,0.460928622,2.759103939,0.234535953,0.712094866,0.963752213,0.763899126,5.612816118
0,0,4.51E+54,6.931367063,1.601692131,2.896445049,1.73550448,3.629740803,7.151598627,0.761173908,0.29868451,0.439702701,1.607368314,5.181544359
1.07E+45,10,1.07E+44,1.939119002,5.004455349,7.251013665,0.033355902,3.662263387,5.884202484,0.769809361,1.084121513,6.826246108,1.634969125,6.804685744
0,0,3.17E+54,4.343098005,5.919566947,7.240642209,1.983381249,3.260893709,5.532155827,0.29468408,0.909210883,3.927860167,0.094639759,5.476978502
0,0,1.37E+48,1.115642526,3.821864911,4.636704222,2.788568853,3.436867488,1.637649049,0.814321952,0.92116413,6.27367448,1.836938545,2.804944514
5.60E+36,1,5.60E+36,2.841157625,0.578970064,0.480394976,3.152082198,2.968106928,3.252313181,0.319226196,1.590371345,7.99376117,0.077384514,5.173864965
2.76E+30,4,6.89E+29,2.379486933,2.879588429,2.844635121,2.480956758,3.713633777,4.695034924,0.239650539,0.695492513,0.520348804,0.188987374,3.905050599
0,0,1.11E+47,6.936260686,2.599708974,7.561158064,0.462068179,0.913570559,4.309964727,0.444759066,1.540594643,2.380187465,0.9993032,4.345272826
0,0,1.68E+29,2.637693853,0.013069549,3.290253386,0.791281995,2.709667693,3.321786026,0.606085424,0.38013132,5.43164537,1.307590956,3.493150595
0,0,2.10E+38,1.258878822,0.540327085,4.754941178,1.137627431,3.879020564,6.961898473,0.902522723,0.938462256,5.274714937,0.151177022,4.680368951
7.88E+41,1,7.88E+41,4.103710296,0.408939142,3.269620127,2.790075478,2.912650733,1.756875707,0.066637475,0.690503058,4.275463178,0.825185927,6.218266091
0,0,4.70E+42,4.130486405,5.444048172,1.293336896,1.458903841,3.463952059,7.193579687,0.279709342,1.959303339,7.587741603,0.86651877,6.846141204
0,0,8.47E+44,1.507049375,4.302080413,5.487120954,0.620730856,1.673777061,2.969074087,0.805716645,0.656887535,8.41630146,1.971654295,2.217818807
1.77E+46,1,1.77E+46,3.905276668,5.053498319,4.437557344,3.107048195,2.249519936,7.887043544,0.007173357,1.735582265,6.174067679,1.055951205,4.217506378
0,0,1.51E+40,0.861797317,0.573346897,0.234605606,2.710305926,2.10633986,6.764890927,0.035157435,1.80125038,3.833957192,0.847335389,2.02125283
0,0,3.60E+42,1.689917588,0.147509241,3.553017128,1.330435916,1.441129874,2.109583362,0.081179262,1.45442649,0.940608731,1.702302697,2.540595838
7.18E+50,1,7.18E+50,6.469750926,5.404943503,7.812968812,2.315170769,0.250386977,2.329204518,0.354205116,1.178947332,1.83084711,0.043417325,3.497073698
4.14E+44,6,6.90E+43,2.92505145,4.977782211,4.522847157,3.341180579,0.310865284,1.820095991,0.803060077,0.33428152,2.242515886,1.980312677,1.905932904
0,0,8.38E+47,2.646851961,0.635035309,7.716509931,0.066936485,1.979629914,2.455249843,0.677286174,1.500562382,8.089288766,1.592477275,3.540393332
0,0,3.27E+60,4.297916676,1.261802957,1.374490876,1.191152332,2.048760303,9.02108305,0.326428872,0.577692961,7.040218598,1.511280496,6.043857184
0,0,2.21E+43,2.388055536,5.782968613,4.224567959,0.575169126,1.200013647,0.865670442,0.058201185,0.048084215,4.57752901,1.291397237,3.303433095
0,0,3.36E+39,1.56568243,1.85025324,0.844586923,2.131467116,1.216556518,1.012030647,0.210061438,1.456586528,0.118950332,1.756495419,5.648227674
0,0,2.03E+40,0.092147083,1.484829491,0.823925639,0.445108973,0.704864705,4.76395055,0.124625171,0.901803174,4.869129267,0.231680156,3.193245204
0,0,3.24E+47,0.573200549,3.271544951,0.223037972,2.728677448,1.29303855,4.804599239,0.603376961,0.617034867,0.096465837,1.845289215,3.585161017
0,0,1.35E+44,5.55084523,4.292061629,5.206125572,1.220490558,3.824551091,4.449771726,0.944851864,0.096940006,1.360445468,0.064926162,3.191311309
0,0,1.12E+49,0.813067627,4.510203911,0.271036345,3.701840015,2.939825787,9.427348206,0.79702157,1.405375138,6.197555775,0.52860786,4.870081758
0,0,1.38E+46,3.584617804,0.645888096,1.139190256,1.351610776,3.164410663,4.990385754,0.624962736,0.748774812,2.241177608,1.410019673,5.887153383
0,0,2.10E+36,2.807489234,3.547887601,5.516505279,0.422139754,2.472708569,1.763748298,0.488948067,1.062379977,8.93579017,0.869395698,0.680246315
0,0,3.33E+48,2.692547605,3.031895793,7.409390374,1.080262274,1.883671313,2.619287274,0.031958186,1.26097387,7.421464845,0.158993159,5.502080886
0,0,2.00E+48,4.053422433,3.152973199,6.997066842,1.481893442,1.001674813,4.949501217,0.93034474,1.414341254,1.602169753,1.753091145,6.506458251
0,0,4.21E+40,6.443762606,4.67879282,3.3979413,1.939525804,3.589207745,9.791821739,0.101305189,0.146083971,0.395205631,1.078845196,3.08513453
0,0,8.57E+38,6.012482641,3.735630213,2.582012217,1.542996621,1.52165651,5.750398795,0.554987141,1.429684572,0.233087383,0.748116426,5.081873664
0,0,8.98E+36,6.559477903,2.990825936,7.176044356,0.935484358,3.88041629,4.317246183,0.058657708,0.045567457,7.890015608,1.381035106,1.314541466
0,0,5.75E+60,2.441476258,5.079840511,1.671867139,3.570321132,1.006331984,5.863146016,0.961147392,1.027497289,3.059478071,0.355738877,1.383880132
0,0,7.83E+39,1.50188374,1.952166003,0.757465074,2.294670805,1.367633599,3.20627297,0.393897322,1.257606976,2.431357866,0.791543906,2.195217866
0,0,1.01E+48,4.674762232,0.242066687,5.593117525,3.917165861,2.673158106,4.659063293,0.744216919,0.426846855,9.267295498,0.011932768,6.537242507
4.22E+49,3,1.41E+49,3.613475808,2.972633352,1.397280023,2.809711505,2.766213209,2.196070947,0.185714222,0.670851902,5.027388929,0.177840555,1.765485618
0,0,3.33E+46,0.486084562,5.18190351,6.159805453,3.849853194,1.368967643,6.132625343,0.011025998,1.002812448,1.915254048,0.541994047,4.698247406
2.02E+49,1,2.02E+49,2.300200361,5.878653857,5.79565826,1.736726126,0.649443685,0.25367183,0.158066872,1.913172175,6.417095201,1.662614633,2.20179094
0,0,6.74E+44,6.105522429,2.539100753,5.963415975,3.288400246,0.190011606,4.760361069,0.037719766,0.046453427,8.650849005,0.637930287,5.361460846
0,0,2.03E+48,4.027132544,3.871178716,0.41228937,3.293729993,1.358896506,8.644753366,0.273785994,0.645322578,3.974287519,1.293102211,2.977778633
0,0,9.01E+37,2.49744109,3.398514955,7.037980577,3.777513392,0.96631079,4.935931338,0.224985516,1.48697667,0.795735901,1.538841735,4.494651238
0,0,1.64E+29,1.530725299,1.164186495,6.415668623,0.376166593,0.911996641,3.822841889,0.571949029,0.776052689,0.621672851,0.813585113,2.719502346
9.54E+52,81,1.18E+51,2.274945699,3.621882164,4.802713861,2.022419917,3.564252599,0.656335775,0.498012135,1.742516263,4.515096405,1.559944846,1.08500859
0,0,1.97E+43,1.670236052,2.49297569,5.218947846,1.683567927,2.535882727,7.421280494,0.307794943,1.555304891,2.432771157,0.965943855,1.398768765
0,0,3.73E+41,1.479980194,1.600580639,7.744972924,0.765230099,1.041319817,4.530270383,0.817628127,1.349825967,9.238751206,1.75952365,0.302465652
0,0,2.43E+51,6.55037969,5.828942639,4.851591122,3.513920845,2.970504038,3.484401247,0.474358222,0.338084211,6.821025234,0.899887797,4.233005258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,1.81E+39,5.315204625,1.250005036,1.118696297,2.386282046,2.892849628,3.729807658,0.149989016,0.700313452,9.381502591,1.937926109,3.772908561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.86E+46,135,1.38E+44,3.339854989,2.299716589,1.36740666,3.654553913,0.187391113,4.683987667,0.343950793,1.058298806,0.170750644,1.784721686,0.23403686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+37,1,1.61E+37,6.549419105,1.31204618,6.097836266,0.288900315,3.582757112,0.165697101,0.655063348,1.645442913,7.512690176,1.257893466,3.191030752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,2.72E+36,4.598923541,0.711226857,4.988996025,2.42094576,1.298340011,4.610809418,0.397302403,1.21523998,5.971878577,1.268583964,6.755788924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.78E+44,1,4.78E+44,0.260421762,2.656501762,3.963056042,1.131278988,0.603559004,4.254394141,0.745923485,0.250659052,0.151683747,0.146711887,1.317668338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,1.79E+63,6.980600073,4.116096243,2.878634733,1.737086003,3.154846244,9.655944786,0.238890267,1.205436049,1.295466805,1.89425751,4.109727366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,2.58E+41,6.375863651,0.564219315,7.153165035,3.472691602,3.730312944,0.58247135,0.342393554,1.216169369,8.64020283,0.418086852,4.576571547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,5.36E+50,2.349049867,3.515751722,7.585076129,2.540461095,1.652350717,6.878370911,0.194951806,1.694705346,8.673474068,1.574020575,0.509601786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,8.17E+50,6.258643144,5.055694743,2.822964355,0.03845444,0.550499067,6.844829647,0.892163202,1.54361147,2.820884834,0.220847269,1.884350903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,3.62E+37,5.057570723,4.570762808,0.934563556,1.735273058,1.809692525,7.05918882,0.912208601,0.89261745,0.629662251,0.08453309,2.824598919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
